food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition Density,total_mass_g,Caloric Value_per_100g,Fat_per_100g,Saturated Fats_per_100g,Monounsaturated Fats_per_100g,Polyunsaturated Fats_per_100g,Carbohydrates_per_100g,Sugars_per_100g,Protein_per_100g,Dietary Fiber_per_100g,Cholesterol_per_100g,Sodium_per_100g,Water_per_100g,Vitamin A_per_100g,Vitamin B1_per_100g,Vitamin B11_per_100g,Vitamin B12_per_100g,Vitamin B2_per_100g,Vitamin B3_per_100g,Vitamin B5_per_100g,Vitamin B6_per_100g,Vitamin C_per_100g,Vitamin D_per_100g,Vitamin E_per_100g,Vitamin K_per_100g,Calcium_per_100g,Copper_per_100g,Iron_per_100g,Magnesium_per_100g,Manganese_per_100g,Phosphorus_per_100g,Potassium_per_100g,Selenium_per_100g,Zinc_per_100g
raisins seeded,488,0.9,0.3,0.036,0.3,129.5,0,4.2,11.2,0,0.098,27.3,0,0.2,0.092,0,0.3,1.8,0.092,0.3,8.9,0,0,0,46.2,0.5,4.3,49.5,0.4,123.8,1361.3,0.058,0.3,205.2,161.9,301.42063,0.555898703,0.185299568,0.022235948,0.185299568,79.9876467,0,2.594193947,6.917850525,0,0.060531192,16.86226065,0,0.123533045,0.056825201,0,0.185299568,1.111797406,0.056825201,0.185299568,5.497220506,0,0,0,28.53613342,0.308832613,2.655960469,30.57442866,0.24706609,76.46695491,840.8276714,0.035824583,0.185299568
zante currants dried,408,0.4,0.009,0.003,0.3,106.7,96.9,5.9,9.8,0,0.067,27.7,0,0.2,0.07,0,0.2,2.3,0.007,0.4,6.8,0,0.2,0.07,123.8,0.7,4.7,59,0.7,180,1284.5,0.098,1,258.1,140.7,289.978678,0.284292822,0.006396588,0.002132196,0.213219616,75.83511016,68.86993603,4.193319119,6.965174129,0,0.047619048,19.6872779,0,0.142146411,0.049751244,0,0.142146411,1.634683724,0.004975124,0.284292822,4.832977967,0,0.142146411,0.049751244,87.98862829,0.497512438,3.340440654,41.93319119,0.497512438,127.9317697,912.9353234,0.069651741,0.710732054
pear dried,94,0.2,0.003,0.01,0.065,25.1,22.4,0.7,2.7,0,0.074,9.6,0,0.006,0,0,0.067,0.5,0.054,0.074,2.5,0,0.036,0.002,12.2,0.1,0.8,11.9,0.1,21.2,191.9,0.005,0.1,44.2,35.6,264.0449438,0.561797753,0.008426966,0.028089888,0.18258427,70.50561798,62.92134831,1.966292135,7.584269663,0,0.207865169,26.96629213,0,0.016853933,0,0,0.188202247,1.404494382,0.151685393,0.207865169,7.02247191,0,0.101123596,0.005617978,34.26966292,0.280898876,2.247191011,33.42696629,0.280898876,59.5505618,539.0449438,0.014044944,0.280898876
raisins,90,0.056,0.005,0.063,0.004,23.8,19.6,1,1.4,0,0.025,4.6,0.049,0,0.015,0.006,0,0.02,0.2,0.006,0.081,0.7,0,0.003,0.068,18.6,0.018,0.5,10.8,0.018,29.4,223.2,0.042,26.474,29.456,305.5404671,0.190114068,0.01697447,0.213878327,0.013579576,80.79847909,66.53992395,3.394894079,4.752851711,0,0.084872352,15.61651276,0.16634981,0,0.050923411,0.020369364,0,0.067897882,0.678978816,0.020369364,0.27498642,2.376425856,0,0.010184682,0.230852797,63.14502988,0.061108093,1.69744704,36.66485606,0.061108093,99.80988593,757.7403585,0.142585551
prune plums dried,308,0.5,0.01,0.4,0.1,81.5,0,2.7,9.4,0,0.011,161.4,0,0.07,0,0,0.2,1.7,0.2,0.5,6.7,0,0,0,52.1,0.4,2.6,47.1,0.2,81.8,773.8,0.055,0.5,155.5,246.1,125.1523771,0.203169443,0.004063389,0.162535555,0.040633889,33.11661926,0,1.097114994,3.819585534,0,0.004469728,65.5830963,0,0.028443722,0,0,0.081267777,0.690776107,0.081267777,0.203169443,2.72247054,0,0,0,21.17025599,0.162535555,1.056481105,19.13856156,0.081267777,33.23852093,314.4250305,0.022348639,0.203169443
cranberries dried,370,1.6,0.1,0.2,0.8,98.8,78,0.053,6.8,0,0.037,19.2,0,0.05,0,0,0.029,1.2,0.3,0.004,0.2,0,1.3,0.066,12,0.003,0.6,6,0.3,9.6,48,0.09,0.1,120.036,119.653,309.2275162,1.33720007,0.083575004,0.167150009,0.668600035,82.57210434,65.18850342,0.044294752,5.683100298,0,0.030922752,16.04640084,0,0.041787502,0,0,0.024236751,1.002900053,0.250725013,0.003343,0.167150009,0,1.086475057,0.055159503,10.02900053,0.00250725,0.501450026,5.014500263,0.250725013,8.023200421,40.11600211,0.075217504,0.083575004
figs dried,21,0.008,0.014,0.003,0.037,5.4,4,0.3,0.8,0,0.091,2.5,0,0.021,0.002,0,0.054,0.023,0.046,0.031,0.1,0,0.062,0.046,13.6,0.052,0.2,5.7,0.073,5.6,57.1,0.067,0.079,20.461,8.208,255.8479532,0.097465887,0.170565302,0.036549708,0.450779727,65.78947368,48.73294347,3.65497076,9.746588694,0,1.108674464,30.45808967,0,0.255847953,0.024366472,0,0.657894737,0.280214425,0.56042885,0.377680312,1.218323587,0,0.755360624,0.56042885,165.6920078,0.633528265,2.436647173,69.44444444,0.889376218,68.22612086,695.662768,0.816276803,0.962475634
longans dried,5,0.091,0,0,0,1.3,0,0.027,0,0,0.018,0.3,0,0.008,0,0,0.055,0.001,0,0,0.5,0,0,0,0.8,0.072,0.009,0.8,0.078,3.3,11.2,0,0.001,2.804,1.718,291.0360885,5.29685681,0,0,0,75.669383,0,1.571594878,0,0,1.047729919,17.46216531,0,0.465657742,0,0,3.201396973,0.058207218,0,0,29.10360885,0,0,0,46.56577416,4.190919674,0.523864959,46.56577416,4.54016298,192.0838184,651.9208382,0,0.058207218
banana chips,147,9.5,8.2,0.6,0.2,16.5,10,0.7,2.2,0,0.099,1.2,0,0.003,0.041,0,0.03,0.2,0.2,0.032,1.8,0,0.042,0.057,5.1,0.031,0.4,21.5,0.4,15.8,151.7,0.06,0.2,36.2,27.9,526.8817204,34.05017921,29.390681,2.150537634,0.716845878,59.13978495,35.84229391,2.508960573,7.885304659,0,0.35483871,4.301075269,0,0.010752688,0.146953405,0,0.107526882,0.716845878,0.716845878,0.114695341,6.451612903,0,0.150537634,0.204301075,18.27956989,0.111111111,1.433691756,77.0609319,1.433691756,56.63082437,543.7275986,0.215053763,0.716845878
lychee dried,7,0.003,0.076,0.004,0.061,1.8,1.7,0.01,0.1,0,0.049,0.6,0,0.06,0.063,0,0.015,0.032,0,0.004,4.6,0,0.071,0.032,0.8,0.071,0.036,1.1,0.012,4.5,27.8,0.08,0.085,7.431,2.413,290.095317,0.124326564,3.149606299,0.165768753,2.527973477,74.59593867,70.45171985,0.414421881,4.144218815,0,2.030667219,24.86531289,0,2.486531289,2.610857853,0,0.621632822,1.326150021,0,0.165768753,190.6340655,0,2.942395358,1.326150021,33.15375052,2.942395358,1.491918773,45.58640696,0.497306258,186.4898467,1152.092831,3.315375052,3.522585993
apricot dried,17,0.015,0.02,0.083,0.031,4.4,3.7,0.2,0.5,0,0.066,2.2,0,0.042,0.064,0,0.086,0.2,0.055,0.017,0.012,0,0.3,0.088,3.9,0.02,0.2,2.2,0.038,5,81.3,0.04,0.055,9.329,6.815,249.4497432,0.220102715,0.293470286,1.217901687,0.454878944,64.56346295,54.29200293,2.934702861,7.336757153,0,0.968451944,32.28173147,0,0.616287601,0.939104916,0,1.26192223,2.934702861,0.807043287,0.249449743,0.176082172,0,4.402054292,1.291269259,57.2267058,0.293470286,2.934702861,32.28173147,0.557593544,73.36757153,1192.956713,0.586940572,0.807043287
longan,2,0.076,0,0,0,0.5,0,0.009,0.071,0,0,2.6,0,0.01,0,0,0.052,0.014,0,0,2.7,0,0,0,0.039,0.059,0.066,0.3,0.089,0.7,8.5,0,0.01,3.493,3.185,62.79434851,2.386185243,0,0,0,15.69858713,0,0.282574568,2.229199372,0,0,81.63265306,0,0.313971743,0,0,1.632653061,0.43956044,0,0,84.77237049,0,0,0,1.224489796,1.852433281,2.072213501,9.419152276,2.794348509,21.97802198,266.8759812,0,0.313971743
mamey sapote,217,0.8,0.3,0.2,0.2,56.2,35.2,2.5,9.5,0,0.008,113.5,0,0.018,0.094,0,0.2,2.5,0.7,1.3,40.3,0,3.7,0,31.5,0.4,1.4,19.3,0.4,45.5,794.5,0,0.3,142.2,173,125.433526,0.462427746,0.173410405,0.115606936,0.115606936,32.48554913,20.34682081,1.445086705,5.49132948,0,0.004624277,65.60693642,0,0.010404624,0.05433526,0,0.115606936,1.445086705,0.404624277,0.751445087,23.29479769,0,2.138728324,0,18.20809249,0.231213873,0.809248555,11.15606936,0.231213873,26.30057803,459.2485549,0,0.173410405
waxgourd cooked,19,0.4,0.026,0.076,0.2,4.3,2.1,0.7,1.8,0,0.6,168.1,0,0.059,0.087,0,0.052,0.7,0.2,0.096,18.4,0,0.1,0.028,31.5,0.036,0.7,17.5,0.015,29.8,8.8,0.012,1,57.8,173.5,10.95100865,0.23054755,0.014985591,0.043804035,0.115273775,2.478386167,1.21037464,0.403458213,1.037463977,0,0.345821326,96.88760807,0,0.034005764,0.050144092,0,0.029971182,0.403458213,0.115273775,0.055331412,10.60518732,0,0.057636888,0.016138329,18.1556196,0.02074928,0.403458213,10.08645533,0.008645533,17.17579251,5.07204611,0.006916427,0.576368876
jackfruit,33,0.2,0.071,0.004,0.002,8.1,6.7,0.6,0.5,0,0.094,25.7,0,0,0.09,0.019,0,0.031,0.3,0.073,0.1,4.8,0,0.1,0,8.4,0.071,0.005,10.2,0.081,7.4,156.8,0,9.574,34.6,95.37572254,0.578034682,0.205202312,0.011560694,0.005780347,23.41040462,19.36416185,1.734104046,1.445086705,0,0.271676301,74.27745665,0,0,0.260115607,0.054913295,0,0.089595376,0.867052023,0.210982659,0.289017341,13.87283237,0,0.289017341,0,24.27745665,0.205202312,0.014450867,29.47976879,0.234104046,21.38728324,453.1791908,0
loquats,9,0.071,0.085,0.035,0.023,2.4,0,0.09,0.3,0,0.053,17.3,0,0.097,0.015,0,0.048,0.012,0,0.042,0.2,0,0,0,3.2,0.093,0.007,2.6,0.037,5.4,53.2,0.047,0.014,6.236,19.861,45.31493882,0.357484517,0.427974422,0.176224762,0.115804844,12.08398369,0,0.453149388,1.510497961,0,0.26685464,87.10538241,0,0.488394341,0.075524898,0,0.241679674,0.060419918,0,0.211469715,1.006998641,0,0,0,16.11197825,0.468254368,0.035244952,13.09098233,0.186294749,27.18896329,267.8616384,0.236644681,0.070489905
mammy apple mamey,431,4.2,1.2,1.7,0.7,105.8,0,4.2,25.4,0,0.1,729.3,0,0.2,0.1,0,0.3,3.4,0.9,0.8,118.4,0,0,0,93.1,0.7,5.9,135.4,0,93.1,397.6,0.064,0.8,357,843.5,51.09662122,0.497925311,0.142264375,0.201541197,0.082987552,12.5429757,0,0.497925311,3.011262596,0,0.011855365,86.46117368,0,0.023710729,0.011855365,0,0.035566094,0.403082395,0.106698281,0.094842916,14.03675163,0,0,0,11.0373444,0.082987552,0.699466509,16.0521636,0,11.0373444,47.13692946,0.007587433,0.094842916
nance,82,1.3,0,0,0,19,9.3,0.7,8.4,0,0.039,90.3,0,0,0.086,0.032,0,0.022,0.3,0.2,0.098,103.6,0,1.4,0.078,51.5,0.037,0.4,22.4,0.3,11.2,273.3,0.017,29.436,111.3,73.67475292,1.168014376,0,0,0,17.07097934,8.355795148,0.628930818,7.547169811,0,0.035040431,81.13207547,0,0,0.077268643,0.028751123,0,0.019766397,0.269541779,0.179694519,0.088050314,93.08176101,0,1.257861635,0.070080863,46.27133872,0.033243486,0.359389039,20.12578616,0.269541779,10.06289308,245.5525606,0.015274034
coconut whole coconut,3336,71.5,672,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.5,71.5,4665.734266,100,939.8601399,67.13286713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
prickly pear,42,0.5,0.014,0.038,0.2,9.9,0,0.8,3.7,0,0.044,90.2,0,0,0.066,0.097,0,0.062,0.5,0,0.097,14.4,0,0,0,57.7,0.051,0.3,87.6,0,24.7,226.6,0.012,14.977,101.4,41.42011834,0.493096647,0.013806706,0.037475345,0.197238659,9.763313609,0,0.788954635,3.648915187,0,0.043392505,88.95463511,0,0,0.065088757,0.09566075,0,0.061143984,0.493096647,0,0.09566075,14.20118343,0,0,0,56.90335306,0.050295858,0.295857988,86.39053254,0,24.35897436,223.4714004,0.01183432
lychee,6,0.016,0.06,0.03,0.067,1.6,1.5,0.024,0.1,0,0.029,7.8,0,0,0.067,0.033,0,0.058,0.047,0,0.038,6.9,0,0.006,0.086,0.5,0.022,0.092,1,0.015,3,16.4,0.061,2.012,9.44,63.55932203,0.169491525,0.63559322,0.31779661,0.709745763,16.94915254,15.88983051,0.254237288,1.059322034,0,0.30720339,82.62711864,0,0,0.709745763,0.349576271,0,0.61440678,0.497881356,0,0.402542373,73.09322034,0,0.063559322,0.911016949,5.296610169,0.233050847,0.974576271,10.59322034,0.158898305,31.77966102,173.7288136,0.646186441
naranjilla lulo pulp,30,0.3,0,0,0,7.1,4.5,0.5,1.3,0,0.044,111.7,0,0.039,0.032,0,0,1.7,0.3,0.1,3.8,0,0.9,0.011,9.6,0.069,0.4,13.2,0.074,14.4,240,0.082,0.1,23,119.6,25.08361204,0.25083612,0,0,0,5.936454849,3.762541806,0.418060201,1.086956522,0,0.036789298,93.39464883,0,0.032608696,0.026755853,0,0,1.421404682,0.25083612,0.08361204,3.177257525,0,0.752508361,0.009197324,8.026755853,0.057692308,0.334448161,11.0367893,0.06187291,12.04013378,200.6688963,0.068561873,0.08361204
coconut meat dried,187,18.3,16.2,0.8,0.2,6.7,2.1,1.9,4.6,0,0.058,0.8,0,0.054,0.059,0,0.012,0.2,0.2,0.047,0.4,0,0.1,0.049,7.4,0.2,0.9,25.5,0.8,58.3,153.7,0.041,0.6,40.2,27.7,675.0902527,66.06498195,58.48375451,2.888086643,0.722021661,24.18772563,7.581227437,6.859205776,16.60649819,0,0.209386282,2.888086643,0,0.194945848,0.21299639,0,0.0433213,0.722021661,0.722021661,0.16967509,1.444043321,0,0.36101083,0.176895307,26.71480144,0.722021661,3.249097473,92.05776173,2.888086643,210.4693141,554.8736462,0.14801444,2.166064982
waxgourd raw,17,0.3,0.036,0.024,0.1,4,0,0.5,3.8,0,0.1,126.9,0,0.07,0.089,0,0.1,0.5,0.2,0.082,17.2,0,0,0,25.1,0.088,0.5,13.2,0.067,25.1,7.9,0.052,0.8,51.4,131.7,12.90812453,0.227790433,0.027334852,0.018223235,0.075930144,3.037205771,0,0.379650721,2.885345482,0,0.075930144,96.35535308,0,0.053151101,0.067577828,0,0.075930144,0.379650721,0.151860289,0.062262718,13.05998481,0,0,0,19.05846621,0.066818527,0.379650721,10.02277904,0.050873197,19.05846621,5.998481397,0.039483675,0.607441154
surinam cherry pitanga,2,0.059,0,0,0,0.5,0,0.045,0,0,0.1,6.4,0,0.024,0,0,0.004,0.096,0,0,1.8,0,0,0,0.6,0,0,0.8,0,0.8,7.2,0,0,3.056,7.004,28.55511136,0.842375785,0,0,0,7.138777841,0,0.642490006,0,0,1.427755568,91.37635637,0,0.342661336,0,0,0.057110223,1.370645346,0,0,25.69960023,0,0,0,8.566533409,0,0,11.42204455,0,11.42204455,102.7984009,0,0
passion fruit,17,0.1,0.098,0.051,0.053,4.2,2,0.4,1.9,0,0.072,13.1,0,0,0,0.068,0,0.09,0.3,0,0.074,5.4,0,0.078,0.03,2.2,0.015,0.3,5.2,0,12.2,62.6,0.053,6.667,17.8,95.50561798,0.561797753,0.550561798,0.286516854,0.297752809,23.59550562,11.23595506,2.247191011,10.6741573,0,0.404494382,73.59550562,0,0,0,0.382022472,0,0.505617978,1.685393258,0,0.415730337,30.33707865,0,0.438202247,0.168539326,12.35955056,0.084269663,1.685393258,29.21348315,0,68.53932584,351.6853933,0.297752809
sapodilla,141,1.9,0.3,0.9,0.05,33.9,0,0.7,9,0,0.08,132.6,0,0,0.08,0,0.001,0.3,0.4,0.086,25,0,0,0,35.7,0.1,1.4,20.4,0,20.4,328.1,0.099,0.2,107.6,169.1,83.38261384,1.123595506,0.177409817,0.53222945,0.029568303,20.04730928,0,0.413956239,5.3222945,0,0.047309284,78.41513897,0,0,0.047309284,0,0.000591366,0.177409817,0.236546422,0.050857481,14.78415139,0,0,0,21.11176818,0.059136606,0.827912478,12.06386753,0,12.06386753,194.0272028,0.05854524,0.118273211
pummelo,48,0.06,0,0,0,12,0,1,1.3,0,0.094,111.4,0,0,0.067,0,0,0.098,0.3,0,0.005,76.3,0,0,0,5,0.097,0.1,7.5,0.005,21.3,270,0,14.376,124.46,38.56660775,0.04820826,0,0,0,9.641651936,0,0.803470995,1.044512293,0,0.075526274,89.50666881,0,0,0.053832557,0,0,0.078740157,0.241041298,0,0.004017355,61.3048369,0,0,0,4.017354973,0.077936686,0.080347099,6.02603246,0.004017355,17.11393219,216.9371686,0
coconut meat,1405,133,117.9,5.7,1.5,60.5,24.7,13.2,35.7,0,0.022,186.6,0,0.3,0.1,0,0.054,2.1,1.2,0.2,13.1,0,1,0.019,55.6,1.7,9.6,127,6,448.6,1413.3,0.056,4.4,320.7,393.3,357.2336639,33.81642512,29.9771167,1.449275362,0.381388253,15.38265955,6.280193237,3.356216629,9.077040427,0,0.005593694,47.4446987,0,0.076277651,0.025425884,0,0.013729977,0.533943555,0.305110603,0.050851767,3.330790745,0,0.254258835,0.004830918,14.13679125,0.43224002,2.440884821,32.29087211,1.525553013,114.0605136,359.3440122,0.014238495,1.118738876
soursop,149,0.7,0.1,0.2,0.2,37.9,30.5,2.3,7.4,0,0.024,182.6,0,0.2,0.001,0,0.1,2,0.6,0.1,46.4,0,0.2,0.031,31.5,0.2,1.4,47.3,0,60.8,625.5,0.017,0.2,127.6,223.5,66.66666667,0.313199105,0.044742729,0.089485459,0.089485459,16.95749441,13.64653244,1.029082774,3.310961969,0,0.010738255,81.70022371,0,0.089485459,0.000447427,0,0.044742729,0.894854586,0.268456376,0.044742729,20.7606264,0,0.089485459,0.013870246,14.09395973,0.089485459,0.62639821,21.16331096,0,27.20357942,279.8657718,0.007606264,0.089485459
papaya,62,0.4,0.1,0.1,0.051,15.7,11.3,0.7,2.5,0,0.004,127.7,0,0,0.097,0.061,0,0.07,0.5,0.3,0.014,88.3,0,0.4,0.06,29,0.017,0.4,30.5,0.026,14.5,263.9,0.086,19.422,144.5,42.90657439,0.276816609,0.069204152,0.069204152,0.035294118,10.8650519,7.820069204,0.484429066,1.730103806,0,0.002768166,88.37370242,0,0,0.067128028,0.042214533,0,0.048442907,0.346020761,0.207612457,0.009688581,61.10726644,0,0.276816609,0.041522491,20.06920415,0.011764706,0.276816609,21.10726644,0.01799308,10.03460208,182.6297578,0.059515571
acerola cherry,2,0.052,0.074,0.086,0.036,0.4,0,0.079,0.077,0,0.088,4.4,0,0,0.039,0.038,0,0.093,0.026,0.072,0.076,80.5,0,0,0,0.6,0.007,0.021,0.9,0,0.5,7,0.045,0.707,4.931,40.55972419,1.054552829,1.500709795,1.74406814,0.730075035,8.111944839,0,1.602109106,1.561549381,0,1.784627865,89.23139323,0,0,0.790914622,0.77063476,0,1.886027175,0.527276415,1.460150071,1.541269519,1632.528899,0,0,0,12.16791726,0.141959035,0.425877104,18.25187589,0,10.13993105,141.9590347,0.912593794
ohelo berries,39,0.3,0,0,0,9.6,0,0.5,0,0,0.068,129.2,0,0.066,0,0,0.082,0.4,0,0,8.4,0,0,0,9.8,0,0.1,8.4,0,14,53.2,0,0,28.7,139.6,27.93696275,0.214899713,0,0,0,6.876790831,0,0.358166189,0,0,0.048710602,92.55014327,0,0.047277937,0,0,0.058739255,0.286532951,0,0,6.017191977,0,0,0,7.020057307,0,0.071633238,6.017191977,0,10.0286533,38.10888252,0,0
loganberries,81,0.5,0.053,0.023,0.3,19.1,11.3,2.2,7.8,0,0.06,124.4,0,0.008,0.029,0,0.05,1.2,0.4,0.083,22.5,0,1.3,0.065,38.2,0.2,0.9,30.9,1.8,38.2,213.2,0.065,0.5,91.2,146.2,55.40355677,0.341997264,0.03625171,0.015731874,0.205198358,13.06429549,7.729138167,1.504787962,5.335157319,0,0.041039672,85.08891929,0,0.005471956,0.019835841,0,0.034199726,0.820793434,0.273597811,0.056771546,15.38987688,0,0.889192886,0.044459644,26.12859097,0.136798906,0.615595075,21.13543092,1.23119015,26.12859097,145.8276334,0.044459644,0.341997264
casaba melon,48,0.2,0.012,0.046,0.012,11.2,9.7,1.9,1.5,0,0.057,156.1,0,0.083,0.003,0,0.042,0.4,0.1,0.3,37.1,0,0.053,0.034,18.7,0.1,0.6,18.7,0.026,8.5,309.4,0.07,0.1,71.2,169.4,28.33530106,0.118063754,0.007083825,0.027154664,0.007083825,6.611570248,5.72609209,1.121605667,0.885478158,0,0.03364817,92.14876033,0,0.048996458,0.001770956,0,0.024793388,0.236127509,0.059031877,0.177095632,21.90082645,0,0.031286895,0.020070838,11.03896104,0.059031877,0.354191263,11.03896104,0.015348288,5.017709563,182.6446281,0.041322314,0.059031877
durian,51,1.9,0,0,0,9.5,0,0.5,1.3,0,0.079,22.7,0,0,0.1,0.095,0,0.049,0.4,0.029,0.1,6.9,0,0,0,2.1,0.094,0.2,10.5,0.1,13.7,152.6,0,13.358,34.6,147.3988439,5.49132948,0,0,0,27.4566474,0,1.445086705,3.757225434,0,0.228323699,65.60693642,0,0,0.289017341,0.274566474,0,0.141618497,1.156069364,0.083815029,0.289017341,19.94219653,0,0,0,6.069364162,0.271676301,0.578034682,30.34682081,0.289017341,39.59537572,441.0404624,0
coriander leaves raw,4,0.086,0.044,0.01,0.064,0.6,0.1,0.3,0.4,0,0.005,14.8,0,0.083,0.05,0,0.059,0.2,0.069,0.066,4.3,0,0.4,0.008,10.7,0.028,0.3,4.2,0.051,7.7,83.4,0.019,0.059,16.674,15.786,25.33890789,0.54478652,0.278727987,0.06334727,0.405422526,3.800836184,0.633472697,1.900418092,2.533890789,0,0.031673635,93.7539592,0,0.525782339,0.316736349,0,0.373748891,1.266945395,0.437096161,0.41809198,27.23932599,0,2.533890789,0.050677816,67.78157861,0.177372355,1.900418092,26.60585329,0.323071076,48.77739769,528.3162296,0.120359812,0.373748891
garden cress raw,3,0.062,0.052,0.049,0.062,0.5,0.4,0.2,0.063,0,0.079,8,0,0,0.072,0.004,0,0.03,0.018,0.019,0.017,6.2,0,0.011,0.04,7.3,0.009,0.1,3.4,0.001,6.8,54.5,0.032,0.886,8.762,34.23875827,0.707601004,0.59347181,0.559233052,0.707601004,5.706459712,4.56516777,2.282583885,0.719013924,0,0.901620635,91.3033554,0,0,0.821730199,0.045651678,0,0.342387583,0.20543255,0.216845469,0.19401963,70.76010043,0,0.125542114,0.456516777,83.3143118,0.102716275,1.141291942,38.80392604,0.011412919,77.60785209,622.0041087,0.365213422
pasilla peppers dried,24,1.1,0,0,0,3.6,0,0.9,1.9,0,0.063,1,0,0.084,0.058,0,0.2,0.5,0.1,0.3,0.4,0,0,0,6.8,0.022,0.7,9.1,0.1,18.7,155.5,0.075,0.062,15.4,6.6,363.6363636,16.66666667,0,0,0,54.54545455,0,13.63636364,28.78787879,0,0.954545455,15.15151515,0,1.272727273,0.878787879,0,3.03030303,7.575757576,1.515151515,4.545454545,6.060606061,0,0,0,103.030303,0.333333333,10.60606061,137.8787879,1.515151515,283.3333333,2356.060606,1.136363636,0.939393939
parsley dried,1,0.096,0.064,0.086,0.093,0.3,0.073,0.1,0.1,0,0.058,0.09,0,0.062,0.072,0,0.014,0.031,0.089,0.03,0.6,0,0.008,0.063,5.7,0.092,0.1,2,0.061,2.2,13.4,0.029,0.076,6.95,0.586,170.6484642,16.38225256,10.92150171,14.67576792,15.87030717,51.19453925,12.45733788,17.06484642,17.06484642,0,9.897610922,15.35836177,0,10.58020478,12.28668942,0,2.389078498,5.290102389,15.18771331,5.119453925,102.3890785,0,1.365187713,10.75085324,972.6962457,15.6996587,17.06484642,341.2969283,10.40955631,375.4266212,2286.68942,4.948805461,12.96928328
ancho pepper dried,48,1.4,0.1,0.08,0.8,8.7,0,2,3.7,0,0.068,3.8,0,0.055,0.082,0,0.4,1.1,0.3,0.6,0.3,0,0,0,10.4,0.079,1.9,19.2,0.2,34.2,409.9,0.046,0.2,28.4,15.9,301.8867925,8.805031447,0.628930818,0.503144654,5.031446541,54.71698113,0,12.57861635,23.27044025,0,0.427672956,23.89937107,0,0.34591195,0.51572327,0,2.51572327,6.918238994,1.886792453,3.773584906,1.886792453,0,0,0,65.40880503,0.496855346,11.94968553,120.754717,1.257861635,215.0943396,2577.987421,0.289308176,1.257861635
coriander seeds,5,0.3,0.049,0.2,0.074,1,0,0.2,0.8,0,0.095,0.2,0,0.003,0,0,0.092,0.083,0,0,0.4,0,0,0,12.8,0.077,0.3,5.9,0.097,7.4,22.8,0.068,0.054,15.8,1.7,294.1176471,17.64705882,2.882352941,11.76470588,4.352941176,58.82352941,0,11.76470588,47.05882353,0,5.588235294,11.76470588,0,0.176470588,0,0,5.411764706,4.882352941,0,0,23.52941176,0,0,0,752.9411765,4.529411765,17.64705882,347.0588235,5.705882353,435.2941176,1341.176471,4,3.176470588
dill weed dried,253,4.4,0.2,0,0,55.8,0,20,13.6,0,0.2,7.3,0,0,0.4,0,0,0.3,2.8,0,1.7,50,0,0,0,1784,0.5,48.8,451,4,543,3308,0,96,87.5,289.1428571,5.028571429,0.228571429,0,0,63.77142857,0,22.85714286,15.54285714,0,0.228571429,8.342857143,0,0,0.457142857,0,0,0.342857143,3.2,0,1.942857143,57.14285714,0,0,0,2038.857143,0.571428571,55.77142857,515.4285714,4.571428571,620.5714286,3780.571429,0
borage,19,0.6,0.2,0.2,0.017,2.7,0,1.6,0,0,0.023,82.8,0,0.073,0.058,0,0.1,0.8,0.072,0.064,31.2,0,0,0,82.8,0.1,2.9,46.3,0.3,47.2,418.3,0.084,0.2,121.8,87.7,21.66476625,0.684150513,0.228050171,0.228050171,0.019384265,3.078677309,0,1.824401368,0,0,0.02622577,94.41277081,0,0.083238312,0.06613455,0,0.114025086,0.912200684,0.082098062,0.072976055,35.57582668,0,0,0,94.41277081,0.114025086,3.30672748,52.7936146,0.342075257,53.81984036,476.9669327,0.095781072,0.228050171
epazote,0,0.06,0,0,0,0.094,0,0.059,0.051,0,0.021,0.7,0,0,0.058,0.013,0,0.04,0.065,0.026,0.026,0.047,0,0,0,2.2,0.067,0.059,1,0.099,0.7,5.1,0.028,0.363,0.913,0,6.571741512,0,0,0,10.29572837,0,6.462212486,5.585980285,0,2.300109529,76.67031763,0,0,6.352683461,1.423877327,0,4.381161008,7.119386637,2.847754655,2.847754655,5.147864184,0,0,0,240.9638554,7.338444688,6.462212486,109.5290252,10.84337349,76.67031763,558.5980285,3.066812705
chives dried,1,0.055,0.051,0.093,0.023,0.1,0,0.013,0.041,0,0.04,0.091,0,0,0.009,0.036,0,0.009,0.068,0.062,0.054,1.3,0,0,0,1.6,0.047,0.003,1.3,0.095,1,5.9,0.077,0.32,0.259,386.1003861,21.23552124,19.69111969,35.90733591,8.88030888,38.61003861,0,5.019305019,15.83011583,0,15.44401544,35.13513514,0,0,3.474903475,13.8996139,0,3.474903475,26.25482625,23.93822394,20.84942085,501.9305019,0,0,0,617.7606178,18.14671815,1.158301158,501.9305019,36.67953668,386.1003861,2277.992278,29.72972973
